,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
R-GGA-3247509,Chromatin modifying enzymes,15377,16134,29108,33708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3295583,TRP channels,29101,29108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3299685,Detoxification of Reactive Oxygen Species,15377,15378,15379,15883,15996,16238,16240,16474,16856,17345,17627,17858,18009,18421,29035,29036,29105,38573,38574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3301854,Nuclear Pore Complex (NPC) Disassembly,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3322077,Glycogen synthesis,15377,15713,16077,16695,17659,18066,18420,29888,43474,58225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3371453,Regulation of HSF1-mediated heat shock response,15377,17154,30616,456216,57540,76279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR),15377,15841,15996,16330,16422,16973,17026,17347,17552,17650,27584,29117,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3371568,Attenuation phase,15346,15351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3371571,HSF1-dependent transactivation,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-349425,Autodegradation of the E3 ubiquitin ligase COP1,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-350864,Regulation of thyroid hormone activity,15378,16382,16474,18009,18332,28774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-351143,Agmatine biosynthesis,15377,16199,16526,17148,17431,32682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-351200,Interconversion of polyamines,15377,15379,15746,16238,16240,16610,17148,17312,17927,18090,30322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-351202,Metabolism of polyamines,15414,15625,15746,16526,16610,17148,17509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-351433,ATM mediated phosphorylation of repair proteins,30616,30616,456216,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-351442,ATM mediated response to DNA double-strand break,4705,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-351444,Recruitment of repair and signaling proteins to double-strand breaks,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-351451,Homologous recombination repair of replication-dependent double-strand breaks,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-351465,Fanconi Anemia Pathway in DNA repair,30616,456216,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-351468,Processing of DNA double-strand break ends,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-352230,Amino acid transport across the plasma membrane,15378,15729,15891,16283,16958,17750,17996,18240,27747,28229,29101,32513,32551,32682,33384,35235,48950,57305,57427,57762,57844,57912,57926,57972,58045,58048,58095,58315,58359,59888,60039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-352832,Glucose transport,15377,17925,17925,30616,43474,43474,456216,58225,58225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-352875,Gluconeogenesis,15351,15361,15377,15378,15378,15956,15996,16526,16810,16810,17552,18420,28602,29035,29985,29985,29991,29991,30616,30744,30744,30769,30797,32966,43474,43474,456216,57540,57540,57604,57634,57642,57945,57945,58225,58272,58289,58702,58702,59776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-352882,Glycolysis,15361,15377,15378,18420,28602,30616,32966,43474,456216,57540,57604,57634,57642,57945,58225,58272,58289,58702,59776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-353234,"Base Excision Repair, AP site formation by depyrimidination",16991,17568,17821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-353239,DNA Damage Reversal,15343,15379,16526,16810,16842,30031,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-353248,DNA damage recognition in global genomic repair,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-353299,RAD18 and ubiquitinated PCNA-mediated recruitment of translesion polymerases,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-353303,Nucleotide Excision Repair,16516,4705,61120,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-353382,Translesion synthesis by Pol eta,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-353416,Resolution of Abasic Sites (AP sites),16991,23367,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-353423,Non-homologous end joining (NHEJ),30616,456216,61120,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-353473,Translesion synthesis by Pol zeta,16516,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-353503,Translesion synthesis by Pol kappa,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-354192,Integrin signaling,15996,17552,17815,18348,18420,29035,29108,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins ,15996,18348,18420,29035,29108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-372442,Lipid metabolism,15378,30744,30797,57540,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-372568,Amino acid metabolism,15753,16810,16810,29985,29985,29991,29991,30744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-372708,p130Cas linkage to MAPK signaling for integrins,15996,18348,18420,29035,29108,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-372987,The tricarboxylic acid cycle,151,151,15346,15346,15351,15377,15377,15378,15996,16238,16526,16810,17552,17877,18012,18012,30031,30031,30616,30744,30744,30769,30797,30797,43474,456216,57292,57292,57540,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-373076,Class A/1 (Rhodopsin-like receptors),137038,15378,16796,16810,2700,29105,30031,37623,52392,52450,58961,81559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-373752,Netrin-1 signaling,18348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-373920,Pyruvate metabolism,15346,15351,15361,15361,15378,15378,16526,422,422,57540,57540,57945,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-375276,Peptide ligand-binding receptors,141552,29105,29108,3347,4814,48416,50114,5959,6541,9434,9927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-375280,Amine ligand-binding receptors,15765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3769402,Deactivation of the beta-catenin transactivating complex,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-379397,Enzymatic degradation of dopamine by COMT,15377,15379,15414,1582,16134,16238,16240,16680,18243,545959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-379398,Enzymatic degradation of Dopamine by monoamine oxidase,15377,15379,15414,16134,16238,16240,17230,18243,41941,545959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-379716,Cytosolic tRNA aminoacylation,15377,18420,29888,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-379726,Mitochondrial tRNA aminoacylation,15377,18420,29888,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-380259,Loss of Nlp from mitotic centrosomes,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-380612,Metabolism of serotonin,15377,15378,15379,16134,16238,16240,27823,28790,50157,57540,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-380615,Serotonin clearance from the synaptic cleft,17996,28790,29101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,15377,15996,16027,17552,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-381042,PERK regulates gene expression,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-381070,IRE1alpha activates chaperones,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,15996,16595,17489,17552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",15355,15756,16196,17504,17925,27432,27997,28125,28364,28661,28716,28875,53460,53486,53487,53488,71466,9254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-382556,ABC-family proteins mediated transport,15377,15841,16110,17544,17898,17996,25696,29103,30616,35703,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-389357,CD28 dependent PI3K/Akt signaling,16618,18348,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-389359,CD28 dependent Vav1 pathway,15996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-389542,NADPH regeneration,151,15378,16474,16526,16810,18009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-389599,Alpha-oxidation of phytanate,15346,15378,15379,15475,15522,15538,16027,16285,16474,16526,16810,18009,18420,29033,29888,30031,30616,49189,51341,57540,57945,58856,58937,77268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-389661,Glyoxylate metabolism and glycine degradation,15361,15377,15378,15379,15414,16238,16240,16474,16891,16995,17319,17364,17460,17621,17742,18009,25650,26833,28938,29805,30744,32812,49883,57305,57540,57844,57945,57972,58937,62637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-389887,Beta-oxidation of pristanoyl-CoA,15346,15351,15366,15371,15377,15378,15379,15539,15960,16238,16240,17126,28867,51341,57540,57945,63803,63856,63874,63914,64039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-389948,PD-1 signaling,29888,36080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-390247,Beta-oxidation of very long chain fatty acids,15346,15351,15377,15378,15379,15531,15904,16238,16240,16474,16526,18009,27537,27700,33184,52966,52974,52975,52977,57540,57945,59554,61907,64972,83727,85939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-390471,Association of TriC/CCT with target proteins during biosynthesis,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-390648,Muscarinic acetylcholine receptors,15355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-390650,Histamine receptors,18295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-390651,Dopamine receptors,18243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-390666,Serotonin receptors,28790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-390696,Adrenoceptors,10055,135123,135359,135377,141346,142077,142418,142452,18357,2379,258351,28918,2904,3082,3441,408174,4670,4708,4856,59254,6343,63622,64022,64317,6438,65349,6839,68575,6904,7444,7862,8093,8214,8364,8391,8499,9445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-390918,Peroxisomal lipid metabolism,15379,16240,33184,61907,65101,86988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-391906,Leukotriene receptors,15650,16978,28666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-391908,Prostanoid ligand receptors,15551,15553,15555,15627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-392023,Adrenaline signalling through Alpha-2 adrenergic receptor,18357,28918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-392154,Nitric oxide stimulates guanylate cyclase,15379,16349,16474,16480,18009,32682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-392170,ADP signalling through P2Y purinoceptor 12,15996,17552,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-392451,G beta:gamma signalling through PI3Kgamma,16618,18348,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-392517,Rap1 signalling,15996,17489,17552,17815,29108,29888,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3928662,EPHB-mediated forward signaling,15377,15996,17552,18348,29985,30616,43474,456216,57305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3928663,EPHA-mediated growth cone collapse,15996,17552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3928664,Ephrin signaling,15996,17552,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3928665,EPH-ephrin mediated repulsion of cells,15996,17552,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-399710,Activation of AMPA receptors,29101,29108,29985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-399954,Sema3A PAK dependent Axon repulsion,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-399997,Acetylcholine regulates insulin secretion,15377,15996,16595,17815,18348,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",18357,28918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-400206,Regulation of lipid metabolism by PPARalpha,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",17504,71466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-4085001,Sialic acid metabolism,15361,15377,15378,16264,16556,17012,17122,17361,17659,17677,18420,21507,27438,28255,28273,29025,29888,30616,43474,456216,58702,61248,62634,75127,75129,75130,75133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-4086398,Ca2+ pathway,15377,15996,16356,16595,17345,17552,17815,18348,29034,29105,29108,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-4090294,SUMOylation of intracellular receptors,16755,16827,16973,17650,27584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-416476,G alpha (q) signalling events,15355,15366,15378,15551,15553,15627,15647,15650,15729,15756,15765,15996,16196,16595,16978,17120,17552,17659,17815,18295,18348,18357,27432,27997,28125,28364,28661,28666,28716,28790,28875,28918,29105,29108,29985,30212,30616,30751,30768,30772,30805,31011,32551,32682,42504,43474,456216,50122,52288,52450,53460,53486,53487,53488,6498,9254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-416482,G alpha (12/13) signalling events,15627,15996,17552,18357,28918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-416550,Sema4D mediated inhibition of cell attachment and migration,15377,15996,17552,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-416572,Sema4D induced cell migration and growth-cone collapse,15996,17552,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-416993,Trafficking of GluR2-containing AMPA receptors,17815,18303,29108,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-417076,Assembly of telomerase and telomere extension,15986,16284,16311,16497,18077,29888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
